id,is_iceberg
5941774d,0.00330733065493
4023181e,0.442822545767
b20200e4,0.000139905969263
e7f018bb,0.999792277813
4371c8c3,0.0773071795702
a8d9b1fd,0.469397336245
29e7727e,0.000948310946114
92a51ffb,0.999999165535
c769ac97,1.15989600147e-08
aee0547d,6.20872606305e-06
565b28ac,2.05668384297e-05
e04e9775,0.162537172437
8e8161d1,3.52750539605e-05
4cf4d256,0.17919908464
139e5324,0.675550401211
f156976f,2.34656886278e-06
68a117cc,0.129876747727
d9aa7a56,0.0426915436983
9005b143,0.353406012058
5f6d3988,0.99995470047
9ad70954,0.00853124912828
b9087b9e,0.533796489239
a39a1427,0.26222255826
82fbe8ed,0.00437181955203
1fae4879,1.35238860041e-11
6dd8f13d,8.48355484777e-05
bbad5958,0.0992750152946
54527583,0.580858051777
be8fa29c,0.0143993394449
81a3328f,0.999995708466
1a3c0ab3,5.41405256627e-07
4deeeb8b,0.645480394363
ac6d5632,0.646165847778
472dadb5,0.433301329613
96093f95,0.797497093678
f5b4e3df,0.753507554531
e01a3c92,0.072118267417
001680af,0.0947429537773
8e639f33,0.179810971022
a2c16612,0.996800065041
a6d76474,4.86465723952e-05
19c47684,0.217467203736
015827b6,0.0843429043889
7df7f7ce,0.013951648958
0bbf1a3f,0.505245447159
636cfbb7,0.473700881004
7370030a,0.946723043919
43aa97ad,0.000943911902141
ba2b5e63,0.999992966652
dfdd335b,0.7744140625
e79b13dc,0.00166167947464
dc32b195,0.612327635288
6d868590,0.998375535011
75fa59aa,0.219168141484
ffe50836,0.777355074883
a7bfd784,0.990557312965
b3d569e3,0.00126102729701
6c538c5b,0.131319895387
5c7c15f4,6.90648375894e-05
0b745139,0.0131352264434
fd14608e,0.0792527571321
f0bc8305,0.541352987289
a10ccb28,0.999981641769
543304c7,0.176377102733
6c3a4078,1.56843434524e-05
9b73cc75,0.0923156961799
5c6c71b1,0.0803450122476
09ee9186,0.775944411755
207c35cf,0.132586583495
153c813e,6.7571118052e-06
5605d58b,0.477800071239
642ca396,0.00180786033161
d32d72c0,0.187698423862
16646a17,0.982098579407
384074af,0.562295198441
69bf1e8c,0.197747424245
9e90a054,0.153650045395
89dbe7f7,0.998093187809
dbd27d22,0.486145615578
a2ea1561,0.0528716109693
d63402af,0.7833340168
1ac8bb92,0.999999880791
8beffca5,0.342150866985
46741f3e,0.000201701259357
e5ee6aa7,0.000124469850562
5ecd892b,0.50301027298
69892166,0.0325018316507
2f725a81,0.154123857617
810abfe4,0.000255728082266
e6f973e6,0.0881145372987
c60a5c46,0.0312325973064
c42b9e08,0.611659646034
c3f00c23,0.000607400841545
5307fdb8,0.8256752491
3e4f005e,6.03619582762e-07
4a4cc2e0,0.984807610512
9bdd88d1,2.26976437645e-10
0d832bed,0.0267085395753
14a134fa,0.0232288520783
78a41676,0.000232298465562
0bd4658e,0.175185292959
4a311bb0,0.789692878723
f939c817,0.566147089005
956adc4d,0.999235272408
f8a119f5,0.392289817333
61faa1ad,0.279217928648
6725eb3e,0.0859394446015
17b3a8fd,0.00064155459404
49a88dfc,1.66116922173e-06
2d6ec645,0.271089047194
0d4d77ba,0.153908357024
3ee672a2,0.999999761581
738b41fd,0.0621370710433
f7fb320d,0.375926941633
b42fad18,1.62313754117e-05
4ab8b00a,0.324100553989
f7870f2b,0.446007549763
4978666a,0.823719680309
f1b0d6c7,1.43794466112e-06
5642407f,0.000123553647427
36d4ff92,0.999614953995
4139aba2,0.189456880093
7585ce58,0.290567964315
33e25984,0.999998688698
ac46f3c9,0.126494601369
fc34a5b8,0.608653962612
85c36a8f,0.389441937208
b2d8a426,0.267258375883
13ec60d1,0.729592263699
9d440f42,0.0219431873411
1c0a891e,0.256003081799
981c3bc3,0.999959230423
295604f4,0.0324736088514
16ca16c3,0.342404693365
b4dda837,0.127076938748
88d088ef,0.000134186178911
1b4fa160,0.543927788734
f371bd82,0.182996675372
b130a0b7,0.999999523163
ebf1de82,0.215487599373
01e651c3,0.000134815898491
51b1fecc,0.421216100454
fa635a31,8.54964600876e-05
97b7d789,0.0670811831951
2f598053,0.101319022477
c0e3e148,0.0809702724218
cfa175a8,2.03313817337e-07
3d7e09d8,0.676198124886
44a13d1b,0.93765848875
c66b0948,0.210518628359
976a6d64,0.050190102309
8bbd8909,0.564408123493
522890fd,0.108335919678
f23a3b95,0.133350282907
680039dc,0.192847803235
93028e53,0.228122353554
22a16932,0.566705048084
7d8126d2,1.95768789126e-05
ba2ecd75,0.000685940322001
8071bdd7,0.33093598485
96d5aeee,2.21542686973e-10
154be68f,0.96273547411
d8c2bfe2,0.999917149544
f76d47b0,0.0393083319068
0e781ade,0.000978334224783
13cf6060,1.80875595106e-05
cd99f710,0.222111105919
d10005bb,5.1371824128e-08
3a31445f,0.999992847443
3157202d,0.237885639071
6ee64703,0.748101711273
e5de8685,0.0557918325067
02cc70ba,3.93083828385e-05
50984a87,0.444908618927
fa94957a,0.99999153614
eab406b4,0.188551992178
3ad39398,0.430813252926
9ecf3802,0.262772262096
6048ae7b,0.00571980746463
9dc68871,1.35562879677e-06
13701465,0.533434271812
8d8779f3,0.0454569719732
0712f269,0.232262596488
722c2597,0.00182639237028
478a2b08,0.0489684902132
38f5fb41,0.388252615929
c52ad74d,0.999707758427
0c85fd09,8.57362829265e-06
f1582cba,0.733831107616
ff836697,0.9843942523
ddfe4802,0.00173188815825
3cef3bc7,0.999999761581
6a21542b,0.0929538458586
150e23c4,0.999917626381
078c6d99,0.986281812191
1dcd1dc3,2.0127629341e-06
39967e45,0.670000135899
6b6333aa,4.38723036496e-05
4ae61433,6.67724631143e-09
f96362e0,0.000165600024047
97a88aac,0.00272643822245
427ae8ce,0.224333390594
209d4b15,0.000637520162854
64b453bd,7.76821889303e-06
0f5a484e,0.472881942987
5ac74969,0.5525354743
736ed43e,0.735001683235
8533795f,0.601405799389
f5b54fb6,0.2865845263
6eb4c041,0.0853498652577
97afdf42,0.456756591797
1bb488db,0.884670376778
f132e44d,7.96248241386e-06
d3c2f140,0.104756444693
1756794d,0.0414368398488
9efcc11f,1.00233719422e-05
14c966cf,0.335298091173
59cfe4d1,0.535932123661
883151f4,0.0061320909299
34c4c9ff,0.40641489625
70b4c2eb,0.990515470505
96a337d9,0.107404008508
7fe89ffa,0.341670095921
057c7a22,7.06179689378e-13
451cc057,0.316601842642
05076700,1.44318573803e-06
dc52f6c1,0.151926711202
b03a59f9,0.145852312446
129ed4b0,0.266530662775
fb611563,0.996810138226
ac32e6f1,0.0509837269783
c05c5ab0,0.188464149833
3163d5ed,7.82849310781e-05
02096ca4,0.339907646179
e92496c0,2.26838783419e-05
1a9e2c50,0.999460041523
0864e334,0.911667883396
d976faeb,0.292016416788
1d7b342f,0.0306892637163
281bc1ea,5.61058630111e-11
bea9f0cf,0.490848213434
f4afa0e6,1.72840561308e-11
e1b5ef69,0.00215881760232
b50539fd,0.0353665612638
2a8c9c15,0.412806749344
157ebb0c,0.998903512955
247d3614,3.9962153096e-05
0c6cc0cb,0.0858046188951
aae88d39,0.0415560416877
0c77b464,0.0779866725206
963cf5ea,0.105184681714
1b371d8b,0.971704006195
